,n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p1_win_rate,p0_time_per_game,p1_time_per_game,p0_time_per_turn,p1_time_per_turn,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
0,40,9,31,0.225,0.775,23.054626897501475,22.95254444499842,0.837588624795694,0.7067758104695434,40.0,9.85,3.3170113208374947,3.0,6.0,11.0,12.0,15.0,40.0,15.15,3.3170113208374947,10.0,13.0,14.0,19.0,22.0
