n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
100,76,24,0.76,100.0,14.8,4.252153346342072,0.0,13.0,15.0,17.0,24.0,100.0,10.2,4.252153346342072,1.0,8.0,10.0,12.0,25.0
