n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
30,0,30,0.0,30.0,0.6666666666666666,1.18418699983352,0.0,0.0,0.0,1.0,4.0,30.0,24.333333333333332,1.1841869998335197,21.0,24.0,25.0,25.0,25.0
