n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
50,28,22,0.56,50.0,13.84,5.03197936467655,3.0,10.0,13.5,18.0,23.0,50.0,11.16,5.03197936467655,2.0,7.0,11.5,15.0,22.0
