,mean,std,min,max,count
p0_nodes,3193.0633333333335,3166.8344391766923,208.0,10908.0,2400
p0_cutoffs,1356.6245833333332,1586.3653465744662,39.0,5438.0,2400
p0_tt_hits,455.61083333333335,567.2255755423106,1.0,1954.0,2400
p0_tt_cutoffs,349.12041666666664,469.87714360581504,0.0,1589.0,2400
p0_skipped_move,0.0,0.0,0.0,0.0,2400
p0_depth,6.062083333333334,4.450550040132367,2.0,13.0,2400
p1_nodes,11403.265,13413.171975454141,99.0,42324.0,3600
p1_cutoffs,6284.316666666667,7953.17815071085,0.0,27117.0,3600
p1_tt_hits,3145.3575,3943.7235695503664,0.0,13754.0,3600
p1_tt_cutoffs,2505.990277777778,3236.1944686733746,0.0,11664.0,3600
p1_skipped_move,0.0,0.0,0.0,0.0,3600
p1_depth,15.5625,10.499522971968245,2.0,25.0,3600
