,n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p1_win_rate,p0_time_per_game,p1_time_per_game,p0_time_per_turn,p1_time_per_turn,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
0,30,21,9,0.7,0.3,19.475404090015218,18.490683469965976,0.6111528480130298,0.6572517821077953,30.0,14.1,3.985750480969892,6.0,12.0,14.0,17.5,20.0,30.0,10.9,3.985750480969892,5.0,7.5,11.0,13.0,19.0
