,mean,std,min,max,count
p0_nodes,21141.13712374582,44203.55961919756,24.0,407937.0,299
p0_cutoffs,2726.1404682274247,5601.232571622589,0.0,48688.0,299
p0_tt_hits,3083.6588628762543,8216.5575079603,0.0,76997.0,299
p0_tt_cutoffs,1390.324414715719,4064.9004379369953,0.0,44249.0,299
p0_skip_move,2381.497005988024,4818.216989362129,6.0,41179.0,167
p1_nodes,23178.04651162791,50788.09339339333,24.0,461567.0,301
p1_cutoffs,2888.970099667774,6136.200128936619,0.0,53469.0,301
p1_tt_hits,3392.0996677740864,9389.163983851156,0.0,96000.0,301
p1_tt_cutoffs,1672.1860465116279,4657.483326377708,0.0,49472.0,301
