n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
500,204,296,0.408,500.0,12.158,7.039612794507464,0.0,6.75,11.0,19.0,25.0,500.0,12.842,7.039612794507464,0.0,6.0,14.0,18.25,25.0
