,mean,std,min,max,count
p0_nodes,2771.6557591623036,3909.936529101586,15.0,40263.0,1528
p0_cutoffs,309.68848167539267,460.7419123138421,0.0,4560.0,1528
p0_tt_hits,194.12696335078533,386.82790504453686,0.0,4108.0,1528
p0_tt_cutoffs,110.01570680628272,253.0258476840423,0.0,2976.0,1528
p1_nodes,2653.889266304348,4021.442705556001,15.0,36973.0,1472
p1_cutoffs,290.2017663043478,471.1013035755429,0.0,4263.0,1472
p1_tt_hits,170.41915760869566,397.5970454921326,0.0,4104.0,1472
p1_tt_cutoffs,97.93614130434783,268.70218735113485,0.0,2848.0,1472
