,mean,std,min,max,count
p0_nodes,10302.306010928962,5872.819571785834,119.0,31744.0,915
p0_cutoffs,3905.7158469945357,4237.636931213801,0.0,18386.0,915
p0_tt_hits,1601.6612021857923,2089.9038890685642,0.0,12419.0,915
p0_tt_cutoffs,1230.5136612021859,1602.4142382033983,0.0,8330.0,915
p0_skipped_move,117.00983606557377,110.27593265992739,0.0,425.0,915
p0_depth,13.787978142076502,11.748496834885033,2.0,30.0,915
p0_time_spent,0.6111309787972266,0.3027673465133245,0.0018589000101201236,1.0514341999660246,915
p1_nodes,10875.983050847457,5463.089685684926,119.0,33792.0,885
p1_cutoffs,4169.089265536723,4226.205632675577,0.0,16553.0,885
p1_tt_hits,1711.7129943502825,2081.062706874577,0.0,12683.0,885
p1_tt_cutoffs,1306.238418079096,1592.6097697647217,0.0,7249.0,885
p1_skipped_move,120.52203389830508,104.77248323544157,0.0,449.0,885
p1_depth,12.978531073446328,11.262286051587907,2.0,30.0,885
p1_time_spent,0.6420326783034377,0.27379610680133815,0.0018803999992087483,0.9497554000117816,885
