,n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p1_win_rate,p0_time_per_game,p1_time_per_game,p0_time_per_turn,p1_time_per_turn,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
0,15,9,6,0.6,0.4,24.401286333335158,30.14699166666687,0.7738251479916012,1.0590278103044568,15.0,13.933333333333334,5.188815811320491,6.0,9.0,16.0,18.0,21.0,15.0,11.066666666666666,5.188815811320491,4.0,7.0,9.0,16.0,19.0
