n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
30,10,20,0.3333333333333333,30.0,11.266666666666667,4.884411045803559,1.0,8.25,10.5,14.75,23.0,30.0,13.733333333333333,4.884411045803559,2.0,10.25,14.5,16.75,24.0
