n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
50,17,33,0.34,50.0,10.24,6.4762044817775735,3.0,5.0,7.0,17.0,22.0,50.0,14.76,6.4762044817775735,3.0,8.0,18.0,20.0,22.0
