,mean,std,min,max,count
p0_nodes,17226.699607843137,10630.288462356128,89.0,90212.0,2550
p0_cutoffs,2069.5301960784313,2576.7081589010077,0.0,19110.0,2550
p0_tt_hits,2020.0729411764705,4872.628405834602,0.0,53830.0,2550
p0_tt_cutoffs,836.6270588235294,1446.5162832742756,0.0,10684.0,2550
p0_skipped_move,0.0,0.0,0.0,0.0,2550
p0_depth,6.954901960784314,8.325435011315818,2.0,30.0,2550
p0_time_spent,0.717719624431448,0.20221270859086898,0.0012004999953205697,1.1700393999999505,2550
p0_pvs_nodes,0.0,0.0,0.0,0.0,2550
p0_pvs_fallout,0.0,0.0,0.0,0.0,2550
p0_aspiration_nodes,0.0,0.0,0.0,0.0,2550
p0_aspiration_fall_low,0.0,0.0,0.0,0.0,2550
p0_aspiration_fall_high,0.0,0.0,0.0,0.0,2550
p0_value,-0.4273294117126161,2.5981390710851304,-11.99999999999762,12.00000000009954,2550
p1_nodes,13052.331304347827,19636.541675081025,0.0,85504.0,3450
p1_cutoffs,7059.9040579710145,12054.25512501337,0.0,51331.0,3450
p1_tt_hits,3319.983768115942,5670.507559755455,0.0,27456.0,3450
p1_tt_cutoffs,2596.1034782608695,4545.234698299482,0.0,21052.0,3450
p1_skipped_move,0.0,0.0,0.0,0.0,3450
p1_depth,17.16463768115942,13.002101121141045,0.0,30.0,3450
p1_time_spent,0.5683256175072672,0.8400099968405939,5.919999966863543e-05,3.3593142000027,3450
p1_pvs_nodes,0.0,0.0,0.0,0.0,3450
p1_pvs_fallout,0.0,0.0,0.0,0.0,3450
p1_aspiration_nodes,0.0,0.0,0.0,0.0,3450
p1_aspiration_fall_low,0.0,0.0,0.0,0.0,3450
p1_aspiration_fall_high,0.0,0.0,0.0,0.0,3450
p1_value,3.3895855073045347,4.971050572998192,-17.999999999936378,19.00000000008628,3450
