,n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p1_win_rate,p0_time_per_game,p1_time_per_game,p0_time_per_turn,p1_time_per_turn,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
0,10,3,7,0.3,0.7,21.41223921998171,21.328243070020108,0.7592992631199188,0.6706994676106952,10.0,11.1,4.357624225296267,6.0,8.25,10.0,14.0,20.0,10.0,13.9,4.357624225296267,5.0,11.0,15.0,16.75,19.0
