,n_episodes,n_p0_wins,n_p1_wins,p0_win_rate,p1_win_rate,p0_time_per_game,p1_time_per_game,p0_time_per_turn,p1_time_per_turn,p0_score_count,p0_score_mean,p0_score_std,p0_score_min,p0_score_25%,p0_score_50%,p0_score_75%,p0_score_max,p1_score_count,p1_score_mean,p1_score_std,p1_score_min,p1_score_25%,p1_score_50%,p1_score_75%,p1_score_max
0,10,6,4,0.6,0.4,23.285267510038103,21.013072789955185,0.7511376616141323,0.7245887168950064,10.0,13.3,6.1472667819844045,5.0,6.75,15.5,18.75,20.0,10.0,11.7,6.1472667819844045,5.0,6.25,9.5,18.25,20.0
