,mean,std,min,max,count
p0_nodes,11418.345615830774,6071.704667532363,119.0,60928.0,2931
p0_cutoffs,4174.096554077107,4493.534302988099,0.0,19275.0,2931
p0_tt_hits,1917.8393039918117,2531.1659998445543,0.0,32991.0,2931
p0_tt_cutoffs,1378.6994199931764,1789.651379490501,0.0,13910.0,2931
p0_skipped_move,0.0,0.0,0.0,0.0,2931
p0_depth,13.100648242920505,11.453066954788847,2.0,30.0,2931
p0_time_spent,0.6341701756397143,0.28208777297603416,0.0016850000029080547,1.2102479000022868,2931
p0_pvs_nodes,0.0,0.0,0.0,0.0,2931
p0_pvs_fallout,0.0,0.0,0.0,0.0,2931
p0_aspiration_nodes,0.0,0.0,0.0,0.0,2931
p0_aspiration_fall_low,0.0,0.0,0.0,0.0,2931
p0_aspiration_fall_high,0.0,0.0,0.0,0.0,2931
p0_value,0.5702422381983298,4.547684918668155,-18.999999999968065,16.00000000006482,2931
p1_nodes,15157.633431085043,21502.95675017445,0.0,87395.0,3069
p1_cutoffs,8254.95275333985,13218.18441330532,0.0,52969.0,3069
p1_tt_hits,3894.128706419029,6344.032365178094,0.0,29367.0,3069
p1_tt_cutoffs,3064.474421635712,5089.427270568406,0.0,23377.0,3069
p1_skipped_move,0.0,0.0,0.0,0.0,3069
p1_depth,15.294558488106874,12.820612566904328,0.0,30.0,3069
p1_time_spent,0.661506199641605,0.8984329869666694,5.680000322172418e-05,3.3623294999997597,3069
p1_pvs_nodes,0.0,0.0,0.0,0.0,3069
p1_pvs_fallout,0.0,0.0,0.0,0.0,3069
p1_aspiration_nodes,0.0,0.0,0.0,0.0,3069
p1_aspiration_fall_low,0.0,0.0,0.0,0.0,3069
p1_aspiration_fall_high,0.0,0.0,0.0,0.0,3069
p1_value,1.9655457804371446,5.388846101351205,-15.99999999996264,19.000000000099494,3069
